,VC,Size,Internal Weight,External Weight,Quality,P-value,Min Dist,Max Dist,Total Dist,Below Thres,Taxon Prediction Score,Avg Dist,Genera,Families,Orders,Members
71,VC_157_0,11,622.288409761853,135.23437676462981,0.8214781401035756,1.0880528981204885e-14,0.0,2.23606797749979,55,55,1.0,1.4560456248932347,3,1,1,"Bdellovibrio~phage~phiMH2K,Chlamydia~phage~2,Chlamydia~phage~4,Chlamydia~virus~CPAR39,Gokushovirinae~Bog1183_53,Gokushovirinae~Bog5712_52,Gokushovirinae~Bog8989_22,Gokushovirinae~Fen672_31,Gokushovirinae~Fen7875_21,Guinea~pig~Chlamydia~phage,Marine~gokushovirus"
72,VC_159_0,2,76.60862562834325,236.53036420366954,0.2446473550593009,0.05399353329852224,4.242640687119285,4.242640687119285,1,1,1.0,4.242640687119285,1,1,1,"Halomonas~virus~HAP1,Vibrio~virus~VP882"
73,VC_15_0,14,7848.951364611784,10353.032490107473,0.43121406036061144,6.652141641157591e-55,4.47213595499958,9.591663046625438,91,82,0.9010989010989011,7.259006812870086,2,1,1,"Enterobacteria~phage~HK106,Enterobacteria~phage~HK140,Enterobacteria~phage~HK446,Enterobacteria~phage~HK542,Enterobacteria~phage~HK544,Enterobacteria~phage~HK633,Enterobacteria~phage~mEp043~c-1,Enterobacteria~phage~mEp235,Enterobacteria~phage~mEpX1,Enterobacteria~phage~mEpX2,Enterobacterial~phage~mEp213,Enterobacterial~phage~mEp234,Escherichia~phage~HK75,Escherichia~virus~HK97"
74,VC_160_0,14,26059.831928222822,4378.341225628817,0.8561562415885402,2.696579376011239e-22,1.0,8.94427190999916,91,91,1.0,7.345638743030623,1,1,1,"Escherichia~phage~slur09,Escherichia~phage~vB_EcoS_FFH1,Escherichia~virus~AKFV33,Escherichia~virus~DT57C,Escherichia~virus~EPS7,Escherichia~virus~T5,Salmonella~phage~100268_sal2,Salmonella~phage~118970_sal2,Salmonella~phage~NR01,Salmonella~phage~Shivani,Salmonella~virus~SPC35,Salmonella~virus~Stitch,Shigella~phage~SHSML-45,Yersinia~phage~phiR201"
75,VC_161_0,2,3.0524768521757206,124.23587251033665,0.02398080317219279,0.2985554766571779,4.47213595499958,4.47213595499958,1,1,1.0,4.47213595499958,1,1,1,"Lactococcus~phage~GE1,Lactococcus~phage~Q54"
76,VC_162_0,11,5795.620554042583,1884.936619612599,0.7545833489687368,3.836414554568873e-18,1.0,7.0,55,55,1.0,4.763712134071012,1,1,1,"Sulfolobus~islandicus~rod-shaped~virus~1,Sulfolobus~islandicus~rod-shaped~virus~10,Sulfolobus~islandicus~rod-shaped~virus~11,Sulfolobus~islandicus~rod-shaped~virus~2,Sulfolobus~islandicus~rod-shaped~virus~4,Sulfolobus~islandicus~rod-shaped~virus~5,Sulfolobus~islandicus~rod-shaped~virus~6,Sulfolobus~islandicus~rod-shaped~virus~7,Sulfolobus~islandicus~rod-shaped~virus~8,Sulfolobus~islandicus~rod-shaped~virus~9,Sulfolobus~islandicus~rudivirus~3"
77,VC_163_0,3,77.3111879292936,203.9876701415371,0.27483647981900705,0.0031268317414624874,6.324555320336759,7.416198487095663,3,3,1.0,6.766064110578141,1,1,1,"Clostridium~phage~PhiS63,Clostridium~phage~phi3626,Clostridium~phage~phiSM101"
78,VC_164_0,2,49.94840518570428,76.09359076226465,0.39628383230557024,0.06289321231947,6.0,6.0,1,1,1.0,6.0,1,1,1,"Lactobacillus~phage~PLE2,Lactobacillus~phage~iA2"
79,VC_165_0,5,899.9343488253412,387.8931415695242,0.6988003871150545,6.534494713365362e-07,4.795831523312719,5.830951894845301,10,10,1.0,5.204926492607784,1,1,1,"Enterobacter~phage~Tyrion,Escherichia~phage~TL-2011b,Escherichia~phage~phiV10,Salmonella~phage~SPN1S,Salmonella~phage~epsilon15"
80,VC_166_0,13,20338.101714972927,2665.7837385041307,0.8841159358102614,2.8193681557919194e-22,1.0,3.872983346207417,78,78,1.0,2.847413976702679,1,1,1,"Pseudomonas~phage~14-1,Pseudomonas~phage~DL60,Pseudomonas~phage~DL68,Pseudomonas~phage~F8,Pseudomonas~phage~JG024,Pseudomonas~phage~KPP12,Pseudomonas~phage~LBL3,Pseudomonas~phage~LMA2,Pseudomonas~phage~NH-4,Pseudomonas~phage~PB1,Pseudomonas~phage~SN,Pseudomonas~phage~vB_PaeM_PAO1_Ab27,Pseudomonas~phage~vB_Pae_PS44"
81,VC_167_0,5,2121.080239769385,1117.3194159505274,0.6549779104697497,2.8855478641852096e-07,2.0,5.477225575051661,10,10,1.0,3.9084887722719457,3,1,1,"Mycobacterium~phage~Gumball,Mycobacterium~phage~Hawkeye,Mycobacterium~phage~PBI1,Mycobacterium~phage~PLot,Mycobacterium~phage~Troll4"
82,VC_168_0,4,1363.442430662993,1373.476253831094,0.4981669489808106,5.5699357747850376e-05,2.0,5.744562646538029,6,6,1.0,4.022111237530074,1,1,1,"Mycobacterium~phage~Damien,Mycobacterium~phage~Konstantine,Mycobacterium~phage~Oaker,Mycobacterium~phage~Predator"
83,VC_169_0,2,166.89138003088786,2103.30850618157,0.07351395841593714,0.05245777218559852,6.324555320336759,6.324555320336759,1,1,1.0,6.324555320336759,1,1,1,"Vibrio~phage~pVp-1,Vibrio~phage~phi~3"
84,VC_16_0,5,2664.685133061801,13300.253836535467,0.16690856996924808,3.44479261081244e-08,2.449489742783178,3.872983346207417,10,10,1.0,3.1622762637563087,1,1,1,"Gordonia~phage~JSwag,Gordonia~phage~KatherineG,Gordonia~phage~Remus,Gordonia~phage~Rosalind,Gordonia~phage~Soups"
85,VC_170_0,3,692.9008383899684,180.90384270177492,0.792969931820746,0.002995340656356069,4.795831523312719,8.06225774829855,3,3,1.0,6.868018654675367,1,1,1,"Halovirus~HCTV-1,Halovirus~HCTV-5,Halovirus~HVTV-1"
86,VC_171_0,2,133.32720240766352,39.650227515312785,0.7707780284805462,0.14442218317324246,2.23606797749979,2.23606797749979,1,1,1.0,2.23606797749979,1,1,1,"Bacillus~phage~TP21-L,Bacillus~virus~BMBtp2"
87,VC_172_0,3,22.482676007683207,92.6316437437129,0.19530737840641704,0.001791937127994063,0.0,1.4142135623730951,3,3,1.0,0.9428090415820635,1,1,1,"Chimpanzee~faeces~associated~microphage~1,Chimpanzee~faeces~associated~microphage~2,Chimpanzee~faeces~associated~microphage~3"
88,VC_173_0,5,1013.1367268238689,609.7696186752562,0.6242730701211712,2.9971612836294364e-07,2.23606797749979,5.385164807134504,10,10,1.0,4.118863699964527,1,1,1,"Xanthomonas~virus~CP1,Xanthomonas~virus~OP1,Xanthomonas~virus~Xop411,Xanthomonas~virus~Xp10,Xanthomonas~virus~phil7"
89,VC_174_0,3,20.005596076197435,23.89799005191213,0.4556711157448871,0.0037415355282731056,0.0,1.4142135623730951,3,3,1.0,0.9428090415820635,1,1,1,"Microviridae~Bog1249_12,Parabacteroides~phage~YZ-2015a,Parabacteroides~phage~YZ-2015b"
90,VC_175_0,3,459.1782227722392,369.4395792825745,0.5541495990474318,0.002360919983593115,2.449489742783178,2.6457513110645907,3,3,1.0,2.5803307883041198,1,1,1,"Clostridium~phage~phiCD111,Clostridium~phage~phiCD146,Clostridium~phage~phiCD38-2"
91,VC_176_0,5,1684.1852957797644,1704.4191269263265,0.49701443003925433,3.004788921737173e-07,1.4142135623730951,7.874007874011811,10,10,1.0,5.8818466293030784,2,1,1,"Gordonia~phage~GMA3,Gordonia~phage~Gmala1,Gordonia~phage~GordDuk1,Gordonia~phage~GordTnk2,Gordonia~phage~Jumbo"
92,VC_177_0,2,267.3210813366024,1911.8165372150954,0.12267287713305128,0.05331159898779313,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"Gordonia~phage~Demosthenes,Gordonia~phage~Kvothe"
93,VC_177_1,7,3344.6744100289666,2895.043566635725,0.5360297408532543,4.300998747589549e-12,1.0,9.38083151964686,21,14,0.6666666666666666,7.543361972676905,3,1,1,"Gordonia~phage~GMA7,Gordonia~phage~GTE7,Gordonia~phage~Hotorobo,Gordonia~phage~Monty,Gordonia~phage~Woes,Tsukamurella~phage~TIN2,Tsukamurella~phage~TIN3"
94,VC_178_0,15,13513.072156584436,23.689596453726953,0.998249980542916,3.520247135551511e-07,2.23606797749979,5.477225575051661,105,105,1.0,4.214686145165362,1,1,1,"Lactococcus~phage~340,Lactococcus~phage~P680,Lactococcus~phage~jm2,Lactococcus~phage~jm3,Lactococcus~phage~phi7,Lactococcus~virus~712,Lactococcus~virus~ASCC191,Lactococcus~virus~Bibb29,Lactococcus~virus~CB13,Lactococcus~virus~CB14,Lactococcus~virus~P008,Lactococcus~virus~Sl4,Lactococcus~virus~bIL170,Lactococcus~virus~jj50,Lactococcus~virus~sk1"
95,VC_179_0,3,14.583928222672288,68.04519534255425,0.17649864349777222,0.16848767026512484,7.416198487095663,8.246211251235321,3,3,1.0,7.949254170067811,2,3,1,"Agrobacterium~phage~7-7-1,Rhizobium~phage~vB_RglS_P106B,Salmonella~phage~9NA"
96,VC_17_0,3,807.047248591975,15003.97315846603,0.05104333735675345,0.0014937216321608663,2.0,4.123105625617661,3,3,1.0,3.242885633693883,1,1,1,"Mycobacterium~phage~Catalina,Mycobacterium~phage~Pioneer,Mycobacterium~virus~Alma"
97,VC_17_1,7,4289.7524175766775,31117.009123865315,0.12115630548576771,1.095721460244786e-14,2.23606797749979,8.717797887081348,21,21,1.0,6.107758611635502,1,1,1,"Mycobacterium~phage~40AC,Mycobacterium~phage~Artemis2UCLA,Mycobacterium~phage~Blue7,Mycobacterium~phage~CloudWang3,Mycobacterium~phage~EagleEye,Mycobacterium~phage~VohminGhazi,Mycobacterium~phage~Zaka"
98,VC_17_2,28,58860.30638134681,62025.218115772484,0.4869094676654147,1.3437345200063341e-183,1.7320508075688772,9.643650760992955,378,353,0.9338624338624338,7.506724391474741,1,1,1,"Mycobacterium~phage~20ES,Mycobacterium~phage~Adzzy,Mycobacterium~phage~AnnaL29,Mycobacterium~phage~ArcherNM,Mycobacterium~phage~Bactobuster,Mycobacterium~phage~CRB1,Mycobacterium~phage~Chy4,Mycobacterium~phage~Chy5,Mycobacterium~phage~Echild,Mycobacterium~phage~Equemioh13,Mycobacterium~phage~EvilGenius,Mycobacterium~phage~First,Mycobacterium~phage~LadyBird,Mycobacterium~phage~Larenn,Mycobacterium~phage~Loser,Mycobacterium~phage~Luchador,Mycobacterium~phage~Mulciber,Mycobacterium~phage~Piro94,Mycobacterium~phage~RedRock,Mycobacterium~phage~SWU1,Mycobacterium~phage~Serenity,Mycobacterium~phage~SweetiePie,Mycobacterium~phage~Trixie,Mycobacterium~phage~Turbido,Mycobacterium~virus~Che12,Mycobacterium~virus~D29,Mycobacterium~virus~L5,Mycobacterium~virus~Pukovnik"
99,VC_180_0,3,254.69747082062122,286.23919491584695,0.4708452707191861,0.0026092576767177485,3.7416573867739413,7.483314773547883,3,3,1.0,6.145358237083268,1,1,1,"Enterococcus~phage~phiFL1A,Enterococcus~phage~phiFL2A,Enterococcus~phage~phiFL3A"
100,VC_181_0,9,269.9675707918912,38.769683490517856,0.8744249909826096,8.684323710055625e-13,0.0,1.7320508075688772,36,36,1.0,1.0987672285623618,1,1,1,"Microviridae~Bog5275_51,Microviridae~Bog9017_22,Microviridae~Fen2266_11,Microviridae~Fen418_41,Microviridae~Fen4707_41,Microviridae~Fen685_11,Microviridae~Fen7786_21,Microviridae~Fen7895_21,Microviridae~Fen7918_21"
101,VC_182_0,4,1099.3351065071172,369.5134118028084,0.7484332746388478,5.3200565040604914e-05,3.1622776601683795,8.48528137423857,6,6,1.0,6.512815599289787,2,1,1,"Brevibacillus~phage~Abouo,Brevibacillus~phage~Davies,Brevibacillus~phage~Jimmer1,Brevibacillus~phage~Osiris"
102,VC_183_0,2,43.32454068216744,218.09431662808643,0.16572844487170849,0.05671819041809133,6.48074069840786,6.48074069840786,1,1,1.0,6.48074069840786,1,1,1,"Lactobacillus~phage~LF1,Lactobacillus~phage~phiPYB5"
103,VC_184_0,6,1874.617396255747,1398.7682676703027,0.5726845501019757,5.807195603661294e-09,0.0,2.23606797749979,15,15,1.0,1.581649942672691,1,1,1,"Leuconostoc~phage~Lmd1,Leuconostoc~phage~P793,Leuconostoc~phage~phiLN03,Leuconostoc~phage~phiLN04,Leuconostoc~phage~phiLN12,Leuconostoc~phage~phiLN6B"
104,VC_185_0,7,2357.232075743648,1398.7682676703027,0.6275910170980131,6.476878604607964e-11,0.0,3.872983346207417,21,21,1.0,2.9468287765016727,1,1,1,"Leuconostoc~phage~1-A4,Leuconostoc~phage~Ln-8,Leuconostoc~phage~Ln-9,Leuconostoc~phage~phiLN25,Leuconostoc~phage~phiLN34,Leuconostoc~phage~phiLNTR2,Leuconostoc~phage~phiLNTR3"
105,VC_186_0,10,7247.038389170506,15.086342510563266,0.9979225993675447,1.3737301379685672e-06,1.7320508075688772,5.830951894845301,45,45,1.0,4.533400084450131,4,1,1,"Streptomyces~phage~Amela,Streptomyces~phage~Caliburn,Streptomyces~phage~Izzy,Streptomyces~phage~Lannister,Streptomyces~phage~Lika,Streptomyces~phage~Nanodon,Streptomyces~phage~R4,Streptomyces~phage~Sujidade,Streptomyces~phage~Zemlya,Streptomyces~phage~phiHau3"
106,VC_187_0,4,434.9088441143275,245.56202596741286,0.6391292606869194,6.909206769247209e-05,2.23606797749979,3.7416573867739413,6,6,1.0,2.7772138474261165,1,1,1,"Bacillus~phage~Aurora,Bacillus~phage~Claudi,Bacillus~phage~MG-B1,Bacillus~phage~Stitch"
107,VC_188_0,4,172.3473729886257,275.57079406797595,0.3847742415119475,6.590293270703233e-05,1.7320508075688772,3.7416573867739413,6,6,1.0,3.145797785114331,1,1,1,"Bacillus~phage~VMY22,Bacillus~virus~B103,Bacillus~virus~GA1,Bacillus~virus~phi29"
108,VC_189_0,2,9.36384903449655,93.42159528253939,0.09110092481202185,0.06026394355103646,2.23606797749979,2.23606797749979,1,1,1.0,2.23606797749979,2,1,1,"Actinomyces~virus~Av1,Streptococcus~phage~Cp-1"
109,VC_18_0,7,3456.316386167764,3387.9040113257306,0.5049978208524003,1.5045025324479098e-14,2.449489742783178,7.810249675906654,21,21,1.0,5.27832155593137,3,1,1,"Mycobacterium~phage~BigNuz,Mycobacterium~phage~Brusacoram,Mycobacterium~phage~Donovan,Mycobacterium~phage~Fishburne,Mycobacterium~phage~Malithi,Mycobacterium~phage~Phayonce,Mycobacterium~phage~Shipwreck"
110,VC_190_0,2,300.0,1282.1791116565462,0.18961190789954185,0.1319975276579642,5.0,5.0,1,1,1.0,5.0,1,1,1,"Escherichia~phage~121Q,Escherichia~phage~PBECO~4"
111,VC_191_0,2,69.8158954049626,199.01678259840375,0.2597001819997804,0.05738770592284423,0.0,0.0,1,1,1.0,0.0,1,1,1,"Enterococcus~phage~vB_EfaP_IME195,Enterococcus~phage~vB_Efae230P-4"
112,VC_192_0,8,1512.5079656984956,306.76474594210185,0.8313805599461418,1.6111238912928595e-11,0.0,2.6457513110645907,28,28,1.0,1.7592015434843304,1,1,1,"Staphylococcus~aureus~phage~P68,Staphylococcus~phage~66,Staphylococcus~phage~BP39,Staphylococcus~phage~GRCS,Staphylococcus~phage~S24-1,Staphylococcus~phage~SAP-2,Staphylococcus~phage~SLPW,Staphylococcus~virus~44AHJD"
113,VC_193_0,3,39.866519501151544,111.01918014035755,0.26421668584810104,0.1395081566056819,6.48074069840786,7.211102550927978,3,3,1.0,6.824724410820369,1,1,1,"Gordonia~phage~GMA1,Rhodococcus~phage~REQ3,Streptomyces~phage~SV1"
114,VC_194_0,3,883.3818015950308,365.97009971697815,0.7070720432468593,0.0035409401089347985,4.47213595499958,7.681145747868608,3,3,1.0,6.523160063321284,1,1,1,"Lactococcus~phage~949,Lactococcus~phage~WRP3,Lactococcus~phage~phiL47"
115,VC_195_0,2,33.95488943821288,415.5324761662301,0.07554136564562261,0.31762814799862416,8.12403840463596,8.12403840463596,1,1,1.0,8.12403840463596,1,2,1,"Bacteriophage~Lily,Vibrio~phage~X29"
116,VC_196_0,4,1800.0,329.5994271790325,0.8452293783645335,9.266659508467979e-05,2.449489742783178,5.830951894845301,6,6,1.0,4.457940232303276,1,1,1,"Campylobacter~phage~CP30A,Campylobacter~phage~PC14,Campylobacter~virus~CPX,Campylobacter~virus~NCTC12673"
117,VC_197_0,3,900.0,312.941705532897,0.7419977364902228,0.003660555181322278,4.58257569495584,5.0990195135927845,3,3,1.0,4.825808910620448,1,1,1,"Campylobacter~virus~CP21,Campylobacter~virus~CP220,Campylobacter~virus~CPt10"
118,VC_198_0,2,54.946220851594184,73.60326681710636,0.4274324374843276,0.06153896456694941,3.872983346207417,3.872983346207417,1,1,1.0,3.872983346207417,1,1,1,"Celeribacter~phage~P12053L,Roseobacter~virus~SIO1"
119,VC_199_0,5,2941.1175811031158,126.74175674781583,0.9586872334125331,1.4945459272597758e-06,2.449489742783178,4.47213595499958,10,10,1.0,3.86372210385447,1,1,1,"Listeria~phage~LP-026,Listeria~phage~LP-037,Listeria~phage~LP-110,Listeria~phage~LP-114,Listeria~phage~P70"
120,VC_19_0,3,473.6117156762525,5679.79530979096,0.07696739606466912,0.0014953976726450786,1.0,4.795831523312719,3,3,1.0,3.4954157610453827,1,1,1,"Rhodococcus~phage~CosmicSans,Rhodococcus~phage~RER2,Rhodococcus~virus~RGL3"
121,VC_1_0,3,900.0,6561.685392243465,0.12061618155806511,0.002425899594445965,4.47213595499958,7.937253933193772,3,3,1.0,6.7398798547000025,1,1,1,"Mycobacterium~phage~Ariel,Mycobacterium~phage~MiaZeal,Mycobacterium~virus~Courthouse"
122,VC_1_1,2,300.0,5151.049458453081,0.055035273902125835,0.056941694700876476,7.416198487095663,7.416198487095663,1,1,1.0,7.416198487095663,1,1,1,"Mycobacterium~phage~Minerva,Mycobacterium~phage~Wanda"
123,VC_200_0,3,545.9810915680123,114.0784416976509,0.827169465861292,0.0030550342326653747,3.1622776601683795,5.385164807134504,3,3,1.0,4.515814155767628,1,1,1,"Gordonia~phage~GRU1,Gordonia~phage~GTE5,Gordonia~phage~GTE8"
124,VC_201_0,4,164.75345085146745,230.60914711898394,0.4167148124208269,0.0012431656366432922,4.358898943540674,6.324555320336759,6,6,1.0,5.678011141879761,1,1,1,"Halovirus~HCTV-2,Halovirus~HHTV-2,NODE_458_length_20833_cov_23.279767,NODE_88_length_38391_cov_49.409432"
125,VC_202_0,9,1785.914024819616,179.00142227033658,0.9089012086828273,2.2599367301152543e-06,1.0,5.830951894845301,36,36,1.0,4.233157721548349,2,1,1,"Acidianus~spindle-shaped~virus~1,Sulfolobus~spindle-shaped~virus~1,Sulfolobus~spindle-shaped~virus~2,Sulfolobus~spindle-shaped~virus~4,Sulfolobus~spindle-shaped~virus~5,Sulfolobus~spindle-shaped~virus~6,Sulfolobus~spindle-shaped~virus~7,Sulfolobus~virus~Kamchatka~1,Sulfolobus~virus~Ragged~Hills"
126,VC_203_0,6,2903.1936717739504,117.53707273987713,0.9610898545150557,3.815350775002373e-08,0.0,0.0,15,15,1.0,0.0,1,1,1,"Flavobacterium~phage~Fpv10,Flavobacterium~phage~Fpv11,Flavobacterium~phage~Fpv5,Flavobacterium~phage~Fpv6,Flavobacterium~phage~Fpv7,Flavobacterium~phage~Fpv8"
127,VC_204_0,2,142.3647414388508,76.16881739089312,0.6514548255252868,0.06289321231947,3.0,3.0,1,1,1.0,3.0,1,1,1,"Vibrio~phage~ICP2,Vibrio~phage~ICP2_2013_A_Haiti"
128,VC_205_0,2,44.96747694735207,77.30633392002987,0.3677604928509487,0.08058627229784338,6.244997998398398,6.244997998398398,1,1,1.0,6.244997998398398,1,1,1,"Clostridium~phage~phiCTP1,Streptococcus~phage~Dp-1"
129,VC_206_0,4,1189.5254869472867,108.35475294902912,0.9165140591417855,0.00012184469865625973,4.58257569495584,5.656854249492381,6,6,1.0,5.077558428198669,1,1,1,"Enterococcus~phage~BC611,Enterococcus~phage~VD13,Enterococcus~phage~vB_EfaS_IME198,Streptococcus~phage~SPQS1"
130,VC_207_0,2,74.82002276911713,28.934032696372455,0.7211286578962071,0.14442218317324246,3.4641016151377544,3.4641016151377544,1,1,1.0,3.4641016151377544,1,1,1,"Synechococcus~phage~S-CBS1,Synechococcus~phage~S-CBS3"
131,VC_208_0,3,164.32021768889365,50.18017163355753,0.7660602305102422,0.004575844426325035,6.082762530298219,7.280109889280518,3,3,1.0,6.509095474182572,1,1,1,"Pseudomonas~phage~F10,Pseudomonas~phage~MD8,Pseudomonas~phage~phi2"
132,VC_209_0,2,7.838236800737678,7.1414641188032455,0.523257229422568,0.5,2.23606797749979,2.23606797749979,1,1,1.0,2.23606797749979,1,1,1,"NODE_4091_length_8782_cov_11.222069,NODE_9973_length_5669_cov_3.711436"
133,VC_20_0,7,1979.0851802173702,10514.698130944102,0.15840559508098165,1.0453234885390434e-14,4.242640687119285,8.06225774829855,21,21,1.0,6.995455793780493,1,1,1,"Staphylococcus~phage~CNPx,Staphylococcus~virus~37,Staphylococcus~virus~CNPH82,Staphylococcus~virus~EW,Staphylococcus~virus~IPLA5,Staphylococcus~virus~IPLA7,Staphylococcus~virus~PH15"
134,VC_210_0,6,1763.541397669352,82.26499599139031,0.9554314058755446,6.133986540639095e-05,1.0,6.928203230275509,15,15,1.0,5.06489228220609,1,1,1,"Acidianus~filamentous~virus~3,Acidianus~filamentous~virus~6,Acidianus~filamentous~virus~7,Acidianus~filamentous~virus~8,Acidianus~filamentous~virus~9,Sulfolobus~islandicus~filamentous~virus"
135,VC_211_0,6,2132.384405666212,298.2372411129893,0.8773000143777289,1.6705958935197095e-06,1.4142135623730951,4.123105625617661,15,15,1.0,2.6557916477591617,1,1,1,"Bacillus~phage~Page,Bacillus~phage~Palmer,Bacillus~phage~Pascal,Bacillus~phage~Pavlov,Bacillus~phage~Pony,Bacillus~phage~Pookie"
136,VC_212_0,2,109.55730681139177,47.19278177868129,0.6989297919818209,0.07736446174268927,1.4142135623730951,1.4142135623730951,1,1,1.0,1.4142135623730951,1,1,1,"Liberibacter~phage~SC1,Liberibacter~phage~SC2"
137,VC_213_0,2,188.7468628760466,34.32327052893377,0.8461323799604298,0.06623178340397563,1.0,1.0,1,1,1.0,1.0,1,1,1,"Brucella~phage~Pr,Brucella~phage~Tb"
138,VC_214_0,4,1093.1131646663212,101.52624623355108,0.9150151541065638,0.00018077544840556015,6.782329983125268,7.211102550927978,6,6,1.0,6.974361693899698,1,1,1,"Cellulophaga~phage~phi13:2,Cellulophaga~phage~phi18:3,Cellulophaga~phage~phi19:3,Cellulophaga~phage~phi46:3"
139,VC_215_0,8,625.9955952712704,24.586909796763138,0.962207852800788,8.825788543745404e-06,0.0,2.8284271247461903,28,28,1.0,1.744171726360957,3,1,1,"Enterobacteria~phage~G4~sensu~lato,Enterobacteria~phage~ID18~sensu~lato,Enterobacteria~phage~ID2~Moscow/ID/2001,Enterobacteria~phage~St-1,Enterobacteria~phage~WA13~sensu~lato,Enterobacteria~phage~alpha3,Enterobacteria~phage~phiK,Enterobacteria~phage~phiX174~sensu~lato"
140,VC_216_0,9,325.458980392954,0,1.0,0.0,0.0,3.3166247903554,36,36,1.0,2.4791183905845124,2,2,1,"Haloarcula~hispanica~pleomorphic~virus~1,Haloarcula~hispanica~pleomorphic~virus~2,Halorubrum~pleomorphic~virus~1,Halorubrum~pleomorphic~virus~2,Halorubrum~pleomorphic~virus~6,NODE_2077_length_11764_cov_6.459561,NODE_4017_length_8854_cov_19.527901,NODE_4626_length_8326_cov_5.046185,NODE_8322_length_6218_cov_3.306831"
141,VC_217_0,2,276.63988190101367,611.7279204270171,0.31140241820567927,0.06623178340397563,2.0,2.0,1,1,1.0,2.0,1,1,1,"Halovirus~HRTV-7,Halovirus~HSTV-2"
142,VC_217_1,4,1612.6557588700157,638.9646929579004,0.7162200705544425,0.00014670224147138135,2.6457513110645907,5.385164807134504,6,6,1.0,4.27626157469331,1,1,1,"Halorubrum~phage~HF2,Halovirus~HF1,Halovirus~HRTV-5,Halovirus~HRTV-8"
143,VC_218_0,7,2493.540712632765,100.54627605660973,0.961240206479194,6.827407578676438e-07,0.0,2.449489742783178,21,21,1.0,1.8444283751627113,1,1,1,"Lactococcus~phage~D4410,Lactococcus~phage~D4412,Lactococcus~phage~M5938,Lactococcus~phage~M6162,Lactococcus~phage~M6165,Lactococcus~virus~bIL67,Lactococcus~virus~c2"
144,VC_219_0,4,612.86280910716,221.62467048476688,0.7344182196800081,0.00023110962418751874,4.58257569495584,6.164414002968976,6,6,1.0,5.195658675050937,1,1,1,"Sulfolobus~monocaudavirus~SMV1,Sulfolobus~monocaudavirus~SMV2,Sulfolobus~monocaudavirus~SMV3,Sulfolobus~monocaudavirus~SMV4"
145,VC_21_0,6,4239.602171781602,15028.00991935887,0.2200377582716144,3.7703745017358404e-11,0.0,4.123105625617661,15,15,1.0,2.9952505229036106,1,1,1,"Mycobacterium~phage~Akoma,Mycobacterium~phage~Bernardo,Mycobacterium~phage~Gadjet,Mycobacterium~phage~Phaedrus,Mycobacterium~phage~Phlyer,Mycobacterium~phage~Pipefish"
146,VC_220_0,2,161.24795746557098,39.9109993551897,0.8015947189925441,0.27014568730370997,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,1,1,1,"Sulfolobus~virus~STSV1,Sulfolobus~virus~STSV2"
147,VC_221_0,4,1415.1146924709822,481.7733866174035,0.746019076228822,0.00022769750779076922,1.7320508075688772,2.23606797749979,6,6,1.0,1.90537006670107,1,1,1,"Lactococcus~phage~P078,Lactococcus~phage~P092,Lactococcus~phage~P118,Lactococcus~phage~P162"
148,VC_222_0,2,236.01794123384616,274.8283410284967,0.4620136221577515,0.06693067873012942,0.0,0.0,1,1,1.0,0.0,1,1,1,"Rhodococcus~phage~ReqiPepy6,Rhodococcus~phage~ReqiPoco6"
149,VC_223_0,4,35.75347380398099,20.545654143026756,0.6350626574115746,2.8823511943926276e-06,0.0,0.0,6,6,1.0,0.0,2,1,1,"Enterobacteria~phage~C-1~INW-2012,Enterobacteria~phage~Hgal1,Enterobacteria~phage~M,Pseudomonas~phage~PRR1"
150,VC_224_0,2,5.958912300663498,15.409240607270066,0.2788688533977626,0.0007480821448727746,0.0,0.0,1,1,1.0,0.0,1,1,1,"Escherichia~virus~BZ13,Escherichia~virus~MS2"
151,VC_225_0,2,82.73088524300701,82.99236066928776,0.49921110817966013,0.07736446174268927,7.681145747868608,7.681145747868608,1,1,1.0,7.681145747868608,1,1,1,"Cellulophaga~phage~phi10:1,Cellulophaga~phage~phi19:1"
152,VC_226_0,4,1800.0,1618.8580394886405,0.5264915884805871,0.0003514850840315949,3.7416573867739413,4.58257569495584,6,6,1.0,4.0701463973115795,1,1,1,"Gordonia~phage~Bachita,Gordonia~phage~ClubL,Gordonia~phage~Cucurbita,Gordonia~phage~Smoothie"
153,VC_227_0,3,387.3633589202066,47.295442742363974,0.891189497229876,0.024872995360751497,1.7320508075688772,2.449489742783178,3,3,1.0,2.1392028426172818,1,1,1,"Streptomyces~virus~TG1,Streptomyces~virus~phiBT1,Streptomyces~virus~phiC31"
154,VC_228_0,4,47.914135140893364,15.42843169633517,0.7564286945304628,0.07183604090348011,1.4142135623730951,3.4641016151377544,6,6,1.0,2.765547600922403,1,1,1,"Vibrio~phage~KSF1,Vibrio~phage~VCY-phi,Vibrio~phage~VfO3K6,Vibrio~phage~VfO4K68"
155,VC_229_0,2,98.32076077980427,48.30424207466377,0.6705593102520999,0.08186717716229608,4.58257569495584,4.58257569495584,1,1,1.0,4.58257569495584,1,1,1,"Sulfolobales~Virus~YNP2,Sulfolobales~virus~YNP1"
